UserID,Date/Time,topic,SearchTerm,emoticonBased,lexiconBased,Annotation 1,Annotation 2,Annotation 3,finalLabel5Classes,finalLabel3Classes,SN(Original Shona Tweet),ENGoogleTranslate
PatriciaMashiri,2022-09-11 06:20:06,Communication,harare,UNK,UNK,POS,POS,NEU,POS,POS,"@drjaytee87 Harare,kadoma
Rent-A-Maid yekuona masevhisi
Kuchenesa makapeti
Kuda kweimba nehofisi
Spring Cleaning
Sofa ruoko

0777 910 847 https://t.co/kXiDPnIF1I",'g harazozident-a-med cleaning services cleaning house and offaniness and offanance mantining cleaning'
Bazybee6ixty6ix,2022-09-21 08:50:34,Education,mwana,UNK,POS,NEU,NEU,POS,NEU,NEU,@Thickiana2001 @james_mapany @KhalifaMu Like for real musadaro vamwe Amana.....more than 24 hrs naye mwana wevhu here.....,'g like for 1.na more than hrs hrs of clay .....'
TMz1923,2022-09-17 07:20:08,Sanitation ,Vanhu,UNK,NEG,VNEG,VNEG,NEU,VNEG,NEG,@souru_zw @mhofela_mhofu Haaaaa vanhu varikuba boys aaah😳😳😳,'g doesaaa people are stealing boys aah😳😳😳'
rj45cat6_zw,2022-09-20 06:15:32,Music,Shadaya,POS,POS,NEU,VPOS,VPOS,VPOS,POS,@zw_wevhu Ayewa Shadaya ndibaba vedu 🤣,'g aywa shadaya is our father 🤣'
martinchareva,2022-09-26 14:06:22,Defence,chamisa,UNK,UNK,POS,POS,VPOS,POS,POS,@PaidamoyoMutsv1 @nelsonchamisa @CCCZimbabwe Wakambonzwa chamisa achiita ma slogan e mbanje here pa church.,"""g have you ever heard a scepter for marijuana in church."""
justingwimbi,2022-09-11 17:38:58,Finance,uyu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@BabaHarare1 ndagara ndiine feeling Burna Boy anopera skiri kune wekwedu uyu WaMasvingo.,'g is always had a fending that burna boy ends the mechar to the walls of the walls'
mike_chi5,2022-09-12 12:11:51,Finance,mombe,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@MwanaWemkwasha9 @khudda_m @kudzie_andisern Ndakatoudza mwana wangu mukomana mukuru kuti zvichengetedze  unofanira kurora mhandara tizoendesa mombe yechimanda after honeymoon kwete zvekurora gaba. Musikana ndakatomuudzawo futi kuti unofanira kurorwa uri mhandara kuti ubvisirwe mombe yechimanda.,"""g go told my son a big boy to keep the virgin and take the maideman's wool from the festa hondemoon not for a gap. the girl also told him too that you have to be planted for a virgin to get rid of the wooden cattle."""
kingzebra263,2022-09-20 03:24:08,Music,winky d,POS,POS,VPOS,NEU,VPOS,VPOS,POS,😂😂😂😂Bvunzai ka winky D wacho https://t.co/qLZtf5snpN,'😂😂😂😂 ask kinky d'
wemaziTUNE,2022-09-24 14:22:57,Music,winky d,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@just_tine7 Haaaa ko wadireyi kuyenzanisa winky D nezvinhu zvisina basa,'g isaa what did the widower to compreive winky d with notes'
GoodImageTom,2022-09-18 07:08:20,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,NEG,NEU,NEU,@GutuObert @CyrilRamaphosa Ko madii kubata @Chaibva hanzi ndiye akankumbira masanctions newewo futi. Isu kuno toti vanhu varikuzanu ndivo vakakumbira maSanctions,"""g gwa how much gaket is the chank sinkss with you too. we here say zanzani's people asked the sanctions"""
YoungAfricaInt,2022-09-15 15:09:00,Sanitation ,Vanhu,UNK,UNK,VPOS,POS,VPOS,VPOS,POS,Tinofara pamwe chete muurongwa hweurongwa. Chikwata chedu chevashambadziri chakaita musangano kuPonesai VANHU Technical College neChaminuka Vocational Training Center kuchaita iyo Young Africa Franchise uye Integral Approach kumhando dzehupfumi hwehupfumi hwevechidiki. https://t.co/YcvB1wnBp8,'of awhappy to collaborate woth others orgasis. our dissememination team had an outrearch thenicaberaber and intragry and intgrach veremina and intrache and intgrach to genromic ecommic ecimement conquest models.'
makakaseni,2022-09-21 10:34:52,Sanitation ,Vanhu,UNK,UNK,VNEG,VNEG,NEG,VNEG,NEG,@ReignMelanin @Kaweed_Zw @madhube01 Ndofarira kuona vanhu vachijola,'g is interested in seeing people in jola'
seoka_kaymo,2022-09-14 17:15:40,Finance,kumba,UNK,POS,POS,VPOS,POS,POS,POS,@KabeloMohlah02 Ni mufare sa kumba @MakhadziSA 💃💃,'g ni happy like home 💃💃'
iamshephy,2022-09-22 06:49:54,Sanitation ,Vanhu,UNK,UNK,POS,POS,NEU,POS,POS,@viviliata @ShadayaKnight Ehe ndozvazviri futi ndolife yacho but vanhu ngavazive nzvimbo yavo zvakakosha,'g yes is also the same iilife but people know their place is important'
kovid07_Kay,2022-09-20 14:45:45,Education,mwana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@brian___jethro So are you saying hausati wambo campesa mwana wevanhu ?,"""g so are you sai farning you have never cartsa's child"""
Takulghost,2022-09-13 15:04:12,Education,Vana,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@Zinasuzim @chardparadzayi @PoliceZimbabwe Honestly speaking police ye muZim masascum ipapa une mwana ari paUniversity and pay yako haitombokwane kubhadara fees yairipo before but you are busy trying kurova vana warikuita fight for there rights and your rights as well🤦🤦🤦🤦,'g honestly speaking police for zim mascum private a baby in college and your level of pay and your rights and welfare 🤦🤦🤦🤦'
vascozim50,2022-09-16 17:14:56,Sanitation ,Vanhu,UNK,UNK,NEU,NEG,NEU,NEU,NEU,@peterndoro Vanhu vakabuda muZanu vanoita the Saul moment hameno why,'g people out of zana make the saul mount hameno why'
NobuhleNcue,2022-09-20 09:50:06,Sanitation ,Vanhu,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,Vanhu vaya vanoongorora don't date varsity gireche rakatombodzidzawo here?🤔,'those people who say dont date varisity girls have already studied'
kairo_baba,2022-09-23 10:52:56,Home_Affairs,Baba,UNK,UNK,NEG,NEU,NEU,NEU,NEU,"@magumbo_wacho Age haina basa was once in similar situation ne 3 years chaidzo but takapengesana big tym,ndotofunga nhoroondo fut tho ane munhu hake.","""g age doesn't matter the once in similar situation with the ars arts big tituation big tituation big tower cut we maded a big typ typy and even thinking to return a fet thoon."""
Stuwart2167,2022-09-21 10:18:53,Defence,mbavha,UNK,UNK,NEU,POS,NEU,NEU,NEU,@LynneStactia Mbavha ngadziende kumusha,'g a thieve'
tadiwamverecha,2022-09-19 20:21:23,Music,Shadaya,UNK,NEG,NEG,VNEG,NEG,NEG,NEG,@ShadayaKnight shadaya unorema kuchch kwedu mufundisi aiparidza achiti musateerera shadhaya asi ini mumoyo ndaingoti munenge matova ne demon mufundisi,"'a flusy gwarian gage of our pastor preached, that you should not listen to shedaah but i in the heart i would probably have a demon pastor'"
CuthbertSimaka4,2022-09-26 03:36:15,Education,mwana,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@Charega1 @gundwenation @BarakaZaire @GromykoMkoma @TafadzwaMugwadi @Mushawasha4 @MulakazuvaL Neshungu dzandinadzo dzekuti mwana wese muzimbabwe awane kodzero dzake ka ndinonzwa hasha nevanhu vanosupoter zanu iyo isina chayaita for 43years.. saka tinoona kuti smith was better..,'g is that every child in zimbabwe feels their rights with the rights and the spare people and the savannah people and the swares.'
TORNADOZW,2022-09-24 20:31:22,Agriculture,nyama,UNK,UNK,NEU,POS,POS,POS,POS,"@MudharaNzou Dwadwa - ka baby ka nyama

😂😂",'g dwadwa - a baby meat'
ChikendiKeke,2022-09-16 11:19:52,Sanitation ,Vanhu,NEU,NEG,VNEG,NEU,VNEG,VNEG,NEG,@Sharonrose918 vanhu zvavachafa nhymi😅😅,'g people will die nhymi'
don_nemaz,2022-09-18 06:37:40,Sanitation ,Vanhu,POS,POS,NEU,VNEG,NEU,NEU,NEU,@tha_boy_tinky Varsity hauone munhu unoona vanhu different type yezvidya nemagaro everyday unenge uchiona imwe type 😂😂😂😂😂,"""g varisity doesn't see a person to see people diifsent type food and the seats you are seeing another type 😂😂😂😂😂"""
nssazw,2022-09-12 10:57:37,Communication,harare,UNK,POS,POS,NEU,POS,POS,POS,"Zvese zvirikuitika paDZ stadium
nekubuda kwevari mudyandigere pakurapa kwekurapa kuDzivasekwa.
@IPECZW
@FirstMutualHold
 #NSSAHeroes
 #AlifeLongPromise
@OMpslsw
@InfoMinZW
@nickmangwana https://t.co/PtyfDL3YBJ","""it's really happning now at the de stadien in harrawewith a good turnout of turnount of our pensice turnout of a medicice turchout of our pencifoout of the medicicooofout of our pensift of our pensice turmout of our pensice turnout of the medicals of our pensifout of our pensicoft of our pensift of our pencifoout of our pencifoutt of our pencifout of our pencifoout of our pencifoutt of our pencifft program .g nvaheros alifelongrosg g"""
ishmaelmoyocp22,2022-09-20 03:34:50,Music,Shadaya,UNK,NEG,VNEG,NEG,VNEG,VNEG,NEG,"@barbie_quinn_zw Mahure aya atanga kutiita kuti tinzwe kushomeka semurume
Muzita re shataya nehurume ramunoti muchetura Imbo Voetseki!",'g juda is started to the users of the uses of the man in the name of sdaye of sdaya and masculinity wi call toxic i say voéeta'
Dave_Mvura,2022-09-22 06:57:32,Agriculture,mvura,NEG,NEG,NEG,VNEG,NEG,NEG,NEG,@Roy_electricals Aka dhipisa apa 😭😭😭,'g has a ruby ​​up here 😭😭😭'
GondaiMutongi,2022-09-23 17:51:38,Defence,chamisa,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,"Mutori wenhau weNewsDay akabirwa zvinosiririsa muSouth Africa

Sezvineiwo bepanhau reNewsDay Izvi maChamisa vane katsika kekunyomba Zimbabwe, kuti South Africa iri nani. Iye zvino vane ruzivo rwa ruzivo
https://t.co/eVRNVLRBZ1",'now they have the necessary company'
williamwaingeni,2022-09-12 21:17:52,Communication,harare,UNK,POS,VPOS,POS,VPOS,VPOS,POS,"Ndinoziva handisi fav uye haufarire pakuita ma tweets angu
But birthday rabae rangu ririkuuya ndinokumbirawo pekugara pakare
Zviri nani nechikepe, pfuti dzepende, mabhiza anotasva bhiza, zip lining kana padyo neiyo, chero chinhu chinonakidza uye asingakanganwike.
Pliz",'i kno am not a fav and u dv and u dvs and u dvangoing my twets bifehobly with kuking for a daybike guning for a kuning for a daybike guning for a kup lining fun and memorablepliz'
steezybusy,2022-09-17 16:51:31,Sanitation ,Vanhu,POS,POS,VNEG,VNEG,NEU,VNEG,NEG,@Papa190872834 @CainMudi @tawanda_gomo Otosapota vanhu vako obva vaona vachibura chimwe chinyowa😂😂😂 https://t.co/y8SIjab23v,'g tow your people and see they shop another sort'
BNNZimbabwe,2022-09-17 04:24:27,Communication,harare,UNK,UNK,POS,NEU,POS,POS,POS,"Gore rino, sarusingo remhuri mhuri dzinosvika pakusvika matatu. VaAnxious Masuka, 20 20 20 20 20 20 30 39 39 39 39 30 30 kurima nekugariswa patsva patsva, pamusangano mukuru wepati wemafirimu ose muHarare.",'12 year the organization hopes to serholds.anxious templement mede the announcement made the annheucement made the announcent and rabricoture and ramincement durita in harare.'
Kovax24,2022-09-19 18:56:05,Sanitation ,Vanhu,UNK,UNK,VPOS,POS,POS,POS,POS,@zimlive Batai vanhu,'g hold people'
tinotendatagar5,2022-09-24 08:48:06,Defence,chamisa,UNK,POS,NEU,VPOS,VPOS,VPOS,POS,@KMutisi Chamisa achagadzirisa makore ose mana nematatu ehutongi husina kunaka rakaitwa musikana weZanu PF.,'g chava will also correct the ars of missrule by zanu pf government.'
davisonmudzoriw,2022-09-14 01:05:30,Sanitation ,Vanhu,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@daddyhope Apa vakatsika vanhu nezuro neconvoy yavo iyoyi😡😡😡,'g here treading the people yesterday with their muvoy'
Emma231089,2022-09-17 08:34:06,Finance,huya,UNK,UNK,VNEG,VNEG,NEG,VNEG,NEG,@talentmadungwe_ Huya pano https://t.co/CSDsUccXwR,'g come here'
chik__watiiii,2022-09-21 07:21:07,Sanitation ,Vanhu,POS,NEG,VNEG,VNEG,NEU,VNEG,NEG,"@thabanimnyama @MadzingaHN Plus ukaona pakungonzi ""hanzi"" inhema.. Hearsay.. Chete rovai vanhu cde😂",'g plus when you see a mask is a lie heartsay. only scheg people cde😂'
GeraldChirove,2022-09-20 19:03:51,Music,jah prayzah,UNK,UNK,POS,VPOS,VPOS,VPOS,POS,"Wakaropafadzwa munhu asingafambi pakurangana kwavakaipa.
. . . . . .","'bsesed is the monthly walk not at the end, do not interpret in the path of the senses... great is jah'"
vamadhehwa,2022-09-22 15:03:20,Agriculture,mvura,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@Merlik__ KuChitungwiza varikushaya mvura iyo yakazara mumusoro mako,'g kugumguzazazas are integrity that is full in your head'
Mkwasha__,2022-09-22 13:29:51,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@Diesel40NH @mbambelico @mkoma_1 @Lovemore070 @spittffire @RealTalkFadzie Vanhu ngavssadaro varume,'g ga be hugsa mill'
tee_kanzy,2022-09-14 18:44:15,Sanitation ,Vanhu,POS,POS,POS,VPOS,POS,POS,POS,@MaskingTanaka 😂😂opedza opa vanhu komichi hake,'g 😂😂o finish and give people a committee'
Dollar_Bill_12,2022-09-17 13:19:26,Sanitation ,Vanhu,UNK,POS,NEU,VNEG,VNEG,VNEG,NEG,@shumba_shepy @mandizvi @KMutisi @daddyhope @ZimTreasury Kune vanhu vanoshamisa panyika pano,'g of amazing people in the world'
Mutape46505385,2022-09-21 09:32:09,Education,Vana,UNK,NEG,VNEG,VNEG,NEG,VNEG,NEG,@NewsDayZimbabwe @wisdomdzungairi @thestandardzim @Zimindependent Vana bhangu vanonyepera vanhu,'g children guys lie to people'
Alfred67686158,2022-09-11 18:02:34,Finance,uyu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@chitowamombe14 @Charega1 @nelsonchamisa He is fake uyu,'g he is a fake'
Realstylz,2022-09-15 17:19:50,Education,Vana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@cktzim Saka ichokwadi kuti vana vaSatan,'g then it is true that the children aretan'
tatenda_takunda,2022-09-16 11:30:24,Education,Vana,UNK,NEG,VNEG,VNEG,NEU,VNEG,NEG,"@Mahwatsholude @ZBCNewsonline @joseph_kalimbwe Ko baba vanotora zvimbodzo zvekudaira vachidya nezvigwere isu tichifaya kuverenga, and on top of that vanotora property yemba kunotengesa kuti vadhakwe , apa vana vachidzorwa kuchikoro who is better???",'g v whatsa tato take spaces like this they are a hook that children limit themselves to school is better'
MrChelton_,2022-09-17 14:58:25,Sanitation ,Vanhu,POS,POS,NEU,VNEG,NEU,NEU,NEU,@MMusaope 😂😂😂ndosaka vanhu vachizorara vasina kupfeka,"""g 😂😂😂anda's people will sleep naked"""
Alfinos8,2022-09-15 13:27:46,Home_Affairs,mai,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@joechamvari @rayvinesmelusi @PoliceZimbabwe Ziduzvi iwee mai hur,'g ziji this guy hur'
wixxynashy,2022-09-27 14:47:43,Agriculture,sadza,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,Munhu kungobuda muZimbabwe two weeks wakuto poster uchishora sadza,'a person just to go out of the tuges of the eks wupto poster condemning'
kairo_baba,2022-09-22 17:57:15,Home_Affairs,Baba,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@Snicki_Katope Zvakafanana zvi vanhu izvi,'g alike are these people'
khudda_m,2022-09-22 07:55:49,Music,Freeman,UNK,UNK,NEU,VPOS,VPOS,VPOS,POS,"@Nelson220014 @NdauVarsity @wode_maya Collabos
ExQ - kuteera 
- Alleluya
- Hauchafone
 - I love u
Yombre man - Misodzi
Freeman - Mutinhimira 
Maskiri - Mdm mombeshora
"" - zverudo
Leornard Mapfumo - Seiko
"" - shevedze
"" - Maidei
Xtra large - zvakora
"" - reply me
"" - undichukuchire
Diamond boys - Rhumba
Cindy -ndinaye",'g collabosxq - to pray - allel cover - i love queams - hows - reply - replidamondediamond boys - rhumndy-rhumby'
Chipopo78291657,2022-09-16 08:23:32,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@mdc263 @Tinei2010 @DMwonzora Vanhu vese avo Havana kupusa they will never vote Dougie they will vote Nero coz he is e one who can competition with ED,'g gali all those who have not been fooling the yill with an ox with an ogi dougie yellow dougie the yellow dow'
Bernard98604649,2022-09-16 22:09:51,Home_Affairs,mai,UNK,NEG,VNEG,VNEG,NEG,VNEG,NEG,"@MurevegwaY @Mujona @FMaguwu Imi munorwara mukuru imi... yotam. Munoombera maoko mai, mwanaskana kana hanzvadzi vachibatwa chibharo",'g you sick of you yotam. you clap the hands mogs baby or sisters are being raped'
EltonGotosa,2022-09-16 20:00:09,Finance,uyu,POS,POS,NEG,VNEG,NEG,NEG,NEG,@terrymap1 😂😂😂😂 aaaa uyuwo uyu 🙌🙌,'g is this one 🙌🙌'
farayi0913,2022-09-18 09:25:02,Finance,uyu,UNK,NEG,NEG,VNEG,VNEG,VNEG,NEG,@TichafaTmudzana @KandishayaTaura @tapsduro @ZBCNewsonline @BrianVahombe1 @TafadzwaMugwadi Nepfumbudza dzaari kutaura tichiri riza. Pandangoona scarf ndabva ndaziva kune imwe nguva kuchitungwiza musoro musoro make munhu uyu,'g of the worst he is a talking about to beut of art stily. when i see scarf i got to know there is water it is missing in a full-headed on her head'
brightonmabs,2022-09-26 17:42:31,Music,Shadaya,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@moyochiranduu @Mai_vaOmar @ParadzaiMupedzi @tammybau1 @PrincoNganter ndoona zviri nani tisiye kushoropodza Shadaya uye mwndo musoro. Muchapindura pfungwa.woswera wazvimba😂😂😂. Mamwe ma-points anozokandwa pano 😂😂😂 anoita kuti moyo umbo Jamba kurova zve 1 second,"""g i think you better stop crip crip shadaa with baseless facts. you'll do a lot to annder...ordinary lengths. some points will be thrown here make the heart beat a second"""
RubayaP,2022-09-19 10:25:33,Sanitation ,Vanhu,UNK,POS,NEU,VPOS,VPOS,VPOS,POS,eheka manzwa kaaah kuty zvakusungisa..... mushonga upi unorapa zvinhu zvese .... ityai Mwari vanhu imi https://t.co/dMZZztk2jW,"""the offenses of kaah kutya's bond... whose medicine heals all things... fear god, people"""
StreetKid_97,2022-09-13 14:53:09,Finance,uyu,UNK,UNK,VPOS,POS,VPOS,VPOS,POS,@Nollieta Mwana anoziva mhani uyu https://t.co/lfR5YihGm9,'g baby knows this hatcher'
MakokobaThomas,2022-09-19 03:37:08,Home_Affairs,Baba,UNK,UNK,POS,VPOS,POS,POS,POS,@basera_john On point baba,'g on point dad'
KuzivaChikwani,2022-09-16 17:08:43,Sanitation ,Vanhu,POS,POS,NEG,VNEG,VNEG,VNEG,NEG,@tinashestima Dzaijairira vanhu dzimudhara dziye 🤣🤣🤣,'g were used to be used to the range 🤣🤣🤣'
rj45cat6_zw,2022-09-26 08:42:54,Education,mwana,POS,NEG,VNEG,VNEG,NEU,VNEG,NEG,@NdimloUnathi @jnr_blinq Rinonzi dzungu kuisa mwana wevanhu ring uri broke 🤣🤣,'g is the pickes to put the people of the people ring u broke 🤣🤣'
thomastkarim,2022-09-13 15:55:35,Sanitation ,Vanhu,NEU,POS,NEU,NEG,NEU,NEU,NEU,@InfinityBars99 Sei vanhu muchida kungonzi mataura kunaka here kuya 😅,'g why would you just be said to say good enough to get 😅'
chitowamombe14,2022-09-16 04:59:53,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,Ndapota vasikana musaise Snapchat muma phone edu. Vanhu havazonwisise vachiona tinayo muphone. https://t.co/pbKTFXShZp,"""please don't girls put swapchat in our orga. people will not bring them on seeing us in phone."""
MMKapishe,2022-09-19 19:03:02,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@mangwana_jasper mnojairira vanhu imi all becoz of gidi,'g stranging people and the people all becoz of gidi'
pynushie,2022-09-26 05:11:47,Agriculture,mombe,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,@kunta_kiddd Chandoziwa vse wandikadanan nawo haikwane mombe tikaiunganidza,'g essawa vseakankan with the mealth.'
SimbarasheMapa9,2022-09-16 19:02:15,Education,Vana,UNK,POS,VPOS,NEU,VPOS,VPOS,POS,@Mr_Mhere Ndipowo ma balloon ayo vana vangu vanofuridza... Eish guees chaita nemushop..,'g is also balloons that my kids bize eosh guies what the shopkeeper liked ..'
chitawu_t,2022-09-14 03:29:36,Finance,kumba,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@ShamisoAnitah @tinotendanyota Unenge uchiroorwa zvekunoitei kumba kwevanhu zvinzi ndibvise 15k,"""g is getting married to people's home hinders to take off k"""
i_am_Linder,2022-09-21 07:17:39,Education,Vana,POS,POS,NEG,NEG,VNEG,NEG,NEG,"@cynthiaamarimo @kue_kie kana uri rich unodirei kunyadzisirwa paTV
chengetesa munhu asina basa. anogara kwaanoona kunomuitira onozvarira ikoko
😂ivava vana wife material ndivo varikuroorwa kwavasingade vobuda","'g if you are rich you want to be sanctified on tvand slay queens hardly save a person. he will always go where he sees will make him look there, where they were children wife romarians are the happiest ones and get out'"
kudazimbabwe1,2022-09-16 10:26:45,Finance,uyu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,"@freemanchari @KingJayZim Have DMs of you uchiti mukuru uyu will only give u a pass pane dasa and soup,ngaende.","""g got dms from you say this boss will just be a pass in the meta and soctino go gure."""
Bhabhura1,2022-09-16 17:39:50,Finance,mombe,UNK,UNK,POS,NEU,POS,POS,POS,@Kupa07 Ko how is kurima nyama ..goat mombe huku piggery ?any risks.ndeipi inoita isingaremi for a new clueless farmer anoda zhake.please help,'gwo how is growing meat .goat cow chick piggery angi risk.gos.'
mupariwaT,2022-09-23 15:08:13,Agriculture,nyama,UNK,UNK,VPOS,VPOS,NEU,VPOS,POS,@symplymichelle @DarkForceGirl01 @mamboschicken Iyo nyama inofana kupinda mudumbu zvayo,'g the flesh is similar to its wool'
nirvana_mashaba,2022-09-11 12:50:33,Finance,uyu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@i_nkalakhata Haazvarise uyu,'g does not turn this'
bossmakolongulu,2022-09-18 07:15:48,Finance,uyu,POS,POS,NEU,VPOS,VPOS,VPOS,POS,Betseraiwo munhu wekuziva uyu😂 https://t.co/pXsASbSIIr,'help the person to know this'
JSamanyara,2022-09-24 19:42:02,Defence,chamisa,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@Fredy04A @ngadziore @nelsonchamisa @daddyhope Hopewell nhubu yakaparadza Chamisa neCCC yake.,'g browewell the thiggish bullya who destroyed chase and his ccc.'
servicechief94,2022-09-13 07:15:46,Home_Affairs,mai,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@AMakuyana Haiwa mai vanoba,'g o may steal'
brianmunzira1,2022-09-14 17:15:59,Finance,uyu,UNK,POS,NEG,NEG,VNEG,NEG,NEG,@NewsDayZimbabwe @edmnangagwa Munamato wei? Manu sooo haaa uyu igava chairo,'g is the prayer of man tanaa this is the right grave'
KandunaDavid,2022-09-27 21:44:41,Agriculture,imbwa,POS,POS,NEU,VNEG,VNEG,VNEG,NEG,"@ClaireZDuri Especially vaya vaya vanozonzi ""Varume imbwa dzevanhu"" 🤣",'g especiary those who will be called men dogs of people 🤣'
simbara94835737,2022-09-23 12:36:11,Home_Affairs,Baba,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@SizibaOscar @cdesetfree @edmnangagwa Inini ndopinda Zaoga and i at tyms toenda kuspirit embassy or any other church i Luketenda muna Mwari. Ndine diploma muhruzhinji. Mumaziso angu baba Guti munhu waMwari uye kana baba Guti vakambopa makandiwa mic kuchurch kwavo zvinovaita munhu waMwari. https://t.co/oMYWCDiqa6,'i have a diploma in ministry paul. in my eyes father is a man of god and like papa gt.'
Nishtakshkd,2022-09-23 13:41:11,Music,Freeman,UNK,UNK,POS,VPOS,VPOS,VPOS,POS,"Zvikomborero Magafa there is a new single that is so black, the song is on repeat right now, G.O.A.T yako yaita futi🔥🔥
Winky D ft Ammara Brown, Freeman HKD, Sandra Ndebele, Hwabaraty and Holy Ten-LSH part2 produced by Oskid🔥ma1 aya
Maita zvakanaka guys, makarovera 🔥💯",'blessings liesa is a new single that is so blazing the same soour hkd. you and iled it🔥💯'
vaSimbarashe,2022-09-19 19:40:59,Agriculture,imbwa,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@DzereSimbarashe @MthandazoXSiban @drmap6 Yaaah ndiyo imbwa yandikutsvaga iyi,'g gaah is the dog that me is'
BNNZimbabwe,2022-09-17 04:36:35,Communication,chitungwiza,UNK,UNK,POS,VPOS,POS,POS,POS,PANE: Vagari vekuChitungwiza vakaronga vakaronga neChishanu vachitsvaga kuburitswa muhusungwa kwenhengo yedare reparamende yeCitizens Coalition for Change (CCC) VaJob Sikhala. https://t.co/rC5UyQu4KJ,"""just in chitungwizza rsidents organized a flash demonistration on friday to selese of detealed citiged citjaci's coalker job sikhala."""
TichafaTmudzana,2022-09-14 09:15:32,Education,Vana,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@TafadzwaMugwadi Manyengavana achingonyenga vana https://t.co/1MLOuX2cI8,'g kidnaps just knit kids'
KiloJoe,2022-09-14 13:06:45,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,"@stiles_pro @missbunjira @reuphanuel @RealTalkFadzie Vaneh vanhu vanhu ivava, they hate to share",'g hanging the people these hat to share'
salloant,2022-09-18 18:22:52,Sanitation ,Vanhu,UNK,POS,NEU,VPOS,VPOS,VPOS,POS,Congrats vanhu vangu @tnash_mu and @tashguni 👏👏👏 ma winner nhasi,'congratulations my people and today winner'
brownboykeith,2022-09-18 19:12:19,Home_Affairs,Baba,UNK,POS,NEU,VNEG,VNEG,VNEG,NEG,"@ShadayaKnight A few years back baba tonaz vainzi tsuro pakuita. By the same people he is protecting kuFB uko. Akazvidzivirira. Ikozvino aripano arikuzama kurwira kodzero dzevakafuta vakafuta, vakageza nonzara ousy. Tumbler vasikana. Zviri nyore kana kuparara. Vakadzi havambofa vakaitira hanya.",'g a fow for rs back father tonaz was liked to be a rubbit in bed. by the salute people he is defending to fb there. he got deenster. now he is trying to fright for rights for fat women washed out non famine. tumbler girls. its simple learn or pharish. women will nover care.'
KapsyT,2022-09-13 15:15:24,Education,Vana,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemwa2 Pamwe Havana vana vanoendawo kuUni,'g gggggggggggggggggg.'
bygracefavoured,2022-09-27 16:32:49,Agriculture,nzara,UNK,UNK,POS,NEU,POS,POS,POS,"@blackheartdayve Sadza chibataura sha, taura zvese zvinopfuta ndomuka pakati pehusiku mbaura 😆",'g sana knitting sharing shares of elise else just vappaurses and arise middle of the night i am hungry 😆'
EddyWekwaMoyo,2022-09-14 19:23:27,Sanitation ,Vanhu,POS,POS,NEU,NEU,VNEG,NEU,NEU,@DephineVimbo @RosieVieM What 😂😂😂😂😂 mandem wilding haaaaa vanhu ka,'g whats mandem wilding does not aiaia people'
TORNADOZW,2022-09-12 22:03:52,Finance,uyu,UNK,UNK,NEU,NEU,NEG,NEU,NEU,@ManFromTheUncle @brian___jethro Muzimba here uyu,'g in this housing'
Spice_Lingerie_,2022-09-27 11:34:16,Music,Shadaya,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@shadaya_teeno @richsibling Hahahahaha ndtopererwa ndashaya kana pekutangira,'g ga hahahahaha koster has passed away or started'
DevourIan,2022-09-17 11:55:19,Finance,uyu,UNK,NEG,POS,VPOS,POS,POS,POS,Haaland achatinetsa uyu,'she is notland that will bother us'
